interest_technology,interest_social,interest_design,interest_health,interest_business,interest_data,creativity,logical_reasoning,communication,empathy,leadership,numerical_skill,visual_thinking,organization,practical_learning,theoretical_learning,teamwork_preference,autonomy_preference,work_environment,preferred_modality,academic_area_label
3,4,2,5,3,3,2,2,4,5,3,3,3,2,5,3,5,1,campo,presencial,enfermeria
1,4,2,5,3,2,2,3,4,5,1,2,1,1,5,3,4,2,mixto,mixta,enfermeria
2,3,3,4,1,2,2,2,4,5,2,1,1,3,5,3,5,2,campo,presencial,enfermeria
2,5,3,5,3,3,3,2,3,5,2,3,2,1,5,3,4,3,mixto,presencial,enfermeria
1,3,2,4,2,3,3,2,4,5,3,2,3,2,3,4,4,2,mixto,mixta,enfermeria
2,4,1,4,2,2,3,2,2,5,2,3,1,1,5,3,4,3,mixto,presencial,enfermeria
3,4,2,5,3,3,3,3,4,5,2,1,2,2,4,2,4,2,mixto,mixta,enfermeria
3,3,2,4,2,2,2,3,3,5,3,2,2,2,5,3,4,3,campo,mixta,enfermeria
2,4,2,4,2,3,3,2,5,5,3,2,2,2,5,3,5,2,campo,mixta,enfermeria
2,3,2,4,1,3,2,3,4,5,2,2,2,3,5,2,3,2,mixto,presencial,enfermeria
2,4,3,5,1,2,2,2,4,5,3,2,1,1,5,2,3,2,mixto,presencial,enfermeria
2,3,1,4,2,2,1,2,5,5,1,3,3,2,4,2,5,2,campo,presencial,enfermeria
3,3,2,5,2,2,2,3,4,5,3,1,2,2,4,2,3,3,mixto,mixta,enfermeria
2,3,3,5,2,2,3,2,3,5,3,2,3,3,5,4,4,1,campo,mixta,enfermeria
2,5,2,4,2,3,3,3,5,4,2,2,2,3,5,3,3,1,mixto,presencial,enfermeria
3,4,2,5,3,2,2,1,4,5,2,2,3,1,4,3,5,2,mixto,mixta,enfermeria
2,4,3,5,2,3,2,2,4,5,2,2,3,3,5,3,4,3,mixto,mixta,enfermeria
3,4,3,5,2,3,1,2,4,5,1,1,2,3,5,3,3,2,campo,presencial,enfermeria
3,3,3,5,2,3,2,3,4,4,1,2,2,3,5,2,4,2,campo,presencial,enfermeria
2,5,1,5,3,1,2,3,3,4,2,2,2,4,5,4,4,1,mixto,mixta,enfermeria
4,4,2,5,3,2,1,3,4,5,1,2,3,2,5,3,5,2,campo,presencial,enfermeria
2,2,2,5,1,4,2,3,2,3,3,4,3,2,3,5,2,4,laboratorio,presencial,biologia
1,3,2,5,3,3,2,3,2,2,2,4,1,2,4,4,1,4,campo,presencial,biologia
3,1,2,5,2,2,2,3,2,2,1,3,3,2,4,5,3,4,campo,presencial,biologia
2,2,2,5,2,4,3,4,2,1,2,4,3,3,5,5,2,3,campo,mixta,biologia
2,3,2,5,2,1,2,3,2,1,3,2,3,3,4,4,3,5,campo,mixta,biologia
3,3,1,5,1,3,2,3,3,2,3,3,2,2,4,5,2,4,laboratorio,presencial,biologia
2,2,3,5,2,2,2,2,3,2,2,3,2,3,4,5,3,4,laboratorio,mixta,biologia
4,3,2,5,2,4,3,2,3,3,1,3,2,2,3,5,2,3,laboratorio,presencial,biologia
1,2,1,5,2,1,2,3,3,2,1,2,1,3,4,5,2,4,laboratorio,mixta,biologia
2,1,2,4,1,2,2,4,1,2,2,4,2,1,4,5,3,4,laboratorio,presencial,biologia
1,2,2,5,1,3,4,3,3,3,2,3,2,4,3,4,3,4,campo,mixta,biologia
2,2,2,5,2,3,3,4,2,2,2,3,2,2,4,5,3,4,laboratorio,presencial,biologia
4,1,1,5,3,3,1,4,1,2,2,4,3,2,4,4,3,3,laboratorio,presencial,biologia
1,2,2,5,2,2,2,2,1,2,2,4,2,2,4,4,3,4,campo,presencial,biologia
2,1,1,5,2,3,3,4,3,3,2,2,1,2,4,5,2,3,campo,mixta,biologia
3,2,2,4,3,4,1,2,1,2,2,4,3,2,3,4,3,4,laboratorio,mixta,biologia
2,2,3,5,3,3,3,3,1,2,3,3,4,2,4,5,2,5,campo,mixta,biologia
1,4,2,5,3,3,2,2,1,2,2,3,2,2,3,5,2,5,campo,presencial,biologia
2,1,1,5,2,3,2,2,2,1,1,3,2,2,4,5,2,4,laboratorio,mixta,biologia
2,2,3,5,2,3,2,2,3,2,2,2,2,2,5,5,3,4,laboratorio,presencial,biologia
2,2,2,4,3,4,1,3,2,1,1,2,2,3,4,5,2,3,laboratorio,presencial,biologia
2,2,3,5,2,2,3,3,3,2,2,3,2,3,4,5,3,4,campo,mixta,biologia
3,3,2,5,2,3,2,3,1,2,3,3,2,2,4,5,2,3,campo,mixta,biologia
2,2,3,4,2,3,3,3,3,2,3,3,2,2,4,5,2,4,laboratorio,mixta,biologia
2,2,2,5,4,3,2,4,2,3,2,2,2,2,3,4,2,5,laboratorio,presencial,biologia
2,3,3,5,2,4,1,2,1,2,1,4,2,2,5,5,3,5,laboratorio,presencial,biologia
3,2,2,5,2,3,2,2,2,1,2,3,1,3,5,5,3,3,campo,mixta,biologia
2,3,1,5,1,3,3,3,2,1,3,3,3,2,4,5,3,3,campo,mixta,biologia
3,3,2,5,1,4,3,3,3,2,2,2,3,2,4,4,2,4,laboratorio,presencial,biologia
3,2,2,4,2,4,2,2,2,2,1,3,2,4,3,5,1,4,campo,presencial,biologia
2,2,1,4,2,3,4,3,1,2,3,4,3,2,4,4,2,4,laboratorio,mixta,biologia
3,3,2,4,3,3,2,3,3,2,2,3,3,3,3,5,4,4,campo,mixta,biologia
5,2,1,5,2,4,3,2,3,3,2,3,1,2,4,5,2,5,laboratorio,mixta,biologia
2,3,2,5,3,3,2,2,2,2,2,2,3,1,5,4,3,5,campo,presencial,biologia
3,2,3,5,2,3,3,3,2,3,3,3,2,2,4,5,3,5,laboratorio,mixta,biologia
2,2,2,5,3,4,2,4,2,2,2,3,3,3,5,5,3,4,laboratorio,mixta,biologia
3,2,2,4,3,3,2,2,3,2,3,3,2,2,4,5,3,4,laboratorio,presencial,biologia
2,2,3,5,2,3,3,3,2,2,3,3,3,2,4,5,2,3,laboratorio,presencial,biologia
2,3,2,5,3,3,3,4,2,2,1,3,2,2,4,4,3,4,laboratorio,presencial,biologia
2,1,3,5,3,3,3,3,2,2,3,3,1,2,5,5,2,4,laboratorio,mixta,biologia
3,2,2,4,2,3,2,3,2,2,2,3,3,3,4,5,3,4,campo,mixta,biologia
2,1,1,5,2,2,3,4,2,2,1,3,3,2,4,3,2,4,laboratorio,mixta,biologia
2,3,3,5,2,3,3,3,3,1,3,3,2,2,4,4,3,4,campo,presencial,biologia
2,3,4,4,2,3,2,3,2,1,2,4,2,2,3,5,1,4,campo,mixta,biologia
1,1,2,5,1,4,2,3,3,2,2,3,3,3,4,5,1,4,laboratorio,presencial,biologia
2,2,2,5,3,3,2,3,2,3,2,2,2,3,4,5,2,4,laboratorio,presencial,biologia
3,1,3,5,3,2,2,3,1,1,1,3,1,1,4,5,1,4,laboratorio,mixta,biologia
3,2,1,4,2,3,2,4,3,2,3,4,2,2,4,5,3,4,campo,presencial,biologia
2,3,2,5,2,2,3,2,3,1,2,4,2,2,4,5,3,4,campo,presencial,biologia
1,3,2,5,2,5,3,4,3,4,2,2,2,3,3,5,2,4,campo,presencial,biologia
2,3,3,5,3,3,3,3,2,3,1,3,3,2,5,5,2,4,campo,mixta,biologia
2,3,2,5,2,2,2,3,1,1,2,3,2,2,4,5,2,4,laboratorio,presencial,biologia
2,2,2,5,2,3,3,3,3,2,2,4,2,2,4,5,3,5,campo,mixta,biologia
3,3,1,5,2,3,3,3,2,1,2,4,2,2,4,5,2,5,campo,presencial,biologia
3,3,2,5,2,3,2,4,2,1,2,2,3,3,4,5,2,4,campo,mixta,biologia
2,2,2,5,4,2,2,4,2,2,2,3,2,2,3,5,2,4,campo,presencial,biologia
2,3,3,5,3,2,3,5,3,2,2,3,3,1,4,5,2,4,laboratorio,mixta,biologia
2,2,3,5,3,4,3,2,3,2,3,3,1,2,4,4,2,3,laboratorio,mixta,biologia
2,3,1,5,2,3,2,3,2,2,3,3,1,2,4,5,2,4,campo,mixta,biologia
1,3,1,5,2,2,1,2,2,2,2,4,1,3,3,4,3,4,campo,presencial,biologia
2,3,2,5,1,3,1,3,2,3,2,3,2,2,5,5,2,4,laboratorio,presencial,biologia
2,3,3,5,2,3,2,4,1,2,2,3,2,2,4,5,3,4,laboratorio,mixta,biologia
2,3,2,5,4,3,4,2,1,2,2,3,3,3,3,5,2,4,campo,mixta,biologia
2,2,3,5,2,4,2,3,2,2,2,3,2,3,4,5,2,4,laboratorio,presencial,biologia
3,1,2,4,2,3,3,3,2,2,2,3,1,2,4,5,3,4,campo,mixta,biologia
2,3,2,4,2,3,2,4,4,2,2,4,3,2,4,5,3,4,campo,mixta,biologia
1,1,1,5,3,3,2,3,2,3,3,2,3,1,4,5,2,4,campo,presencial,biologia
2,3,2,4,3,3,2,3,2,1,2,4,2,1,4,5,4,3,campo,presencial,biologia
2,3,2,5,4,3,2,4,1,2,2,3,3,2,4,5,3,3,laboratorio,mixta,biologia
2,3,1,5,1,2,3,3,2,2,3,3,3,2,5,5,2,3,campo,presencial,biologia
3,2,3,5,3,4,2,3,2,2,3,3,2,1,4,5,2,4,laboratorio,presencial,biologia
2,2,1,4,1,3,2,3,2,2,2,3,3,3,4,5,2,4,laboratorio,mixta,biologia
3,1,2,5,2,4,3,3,2,2,1,3,2,2,3,5,1,4,laboratorio,presencial,biologia
2,3,3,5,3,3,2,4,2,2,2,3,2,2,4,5,3,5,laboratorio,mixta,biologia
2,2,3,5,2,2,2,4,2,2,3,2,2,2,4,4,3,4,laboratorio,mixta,biologia
3,1,2,5,2,3,2,2,3,1,3,3,2,2,3,5,2,2,laboratorio,presencial,biologia
1,2,2,4,1,3,2,3,2,3,2,3,2,3,3,5,2,5,campo,mixta,biologia
2,3,3,4,2,4,1,3,2,2,2,3,1,3,4,5,2,3,campo,mixta,biologia
4,3,3,5,1,3,2,3,3,1,3,3,2,1,4,5,1,3,campo,presencial,biologia
1,2,3,5,3,2,3,4,2,2,3,3,3,2,3,4,2,3,laboratorio,presencial,biologia
2,3,2,5,3,3,1,2,3,3,2,3,1,1,3,5,3,5,campo,mixta,biologia
1,2,2,5,2,3,4,3,2,2,1,4,3,1,3,4,3,5,laboratorio,presencial,biologia
2,3,2,5,2,2,3,4,1,2,3,3,3,2,5,5,3,5,laboratorio,mixta,biologia
1,2,2,4,2,2,1,2,2,2,3,2,2,2,3,5,2,4,laboratorio,presencial,biologia
3,2,2,4,2,2,3,2,2,1,2,3,3,2,3,5,3,3,campo,presencial,biologia
2,3,1,4,3,2,2,4,1,1,1,2,2,1,5,5,2,4,campo,presencial,biologia
1,2,2,5,2,3,2,3,1,2,3,4,3,2,5,5,3,3,campo,mixta,biologia
2,3,2,5,2,3,2,3,2,1,2,4,2,3,5,5,3,4,laboratorio,mixta,biologia
2,1,3,5,2,3,2,4,3,1,2,3,2,2,3,4,2,3,laboratorio,presencial,biologia
2,2,2,5,3,3,1,3,2,2,2,3,2,3,4,4,3,4,campo,presencial,biologia
3,2,2,4,1,3,3,4,2,3,1,3,2,2,4,5,2,3,laboratorio,mixta,biologia
2,3,2,4,2,3,2,3,2,1,2,3,3,3,4,5,2,5,laboratorio,mixta,biologia
3,2,1,5,2,2,2,2,2,3,2,3,2,2,4,5,3,4,laboratorio,mixta,biologia
2,2,3,5,3,2,2,3,2,3,2,3,2,2,3,5,1,4,laboratorio,presencial,biologia
5,2,4,5,2,4,2,2,2,2,2,3,2,2,5,5,3,5,laboratorio,mixta,biologia
2,2,1,5,2,3,2,3,2,3,2,4,1,2,4,5,3,5,laboratorio,mixta,biologia
1,1,2,5,3,3,3,2,3,2,2,3,3,2,4,5,2,4,laboratorio,mixta,biologia
2,2,1,4,2,3,3,2,1,2,2,3,2,3,4,5,3,4,campo,mixta,biologia
2,3,3,5,2,3,1,5,2,2,2,3,1,3,4,5,2,4,laboratorio,presencial,biologia
2,1,3,5,2,4,2,4,2,3,2,3,2,3,4,5,3,4,laboratorio,presencial,biologia
3,2,1,5,2,4,3,4,2,2,2,3,2,3,4,5,2,3,campo,mixta,biologia
2,2,2,4,2,4,2,5,2,1,2,3,2,1,4,5,2,4,campo,mixta,biologia
2,2,2,5,2,2,2,2,2,1,1,3,2,1,4,5,2,4,laboratorio,mixta,biologia
2,2,3,4,3,3,2,2,2,2,2,2,2,2,5,5,2,4,laboratorio,presencial,biologia
2,1,3,5,2,4,3,3,2,2,4,3,2,3,3,5,1,3,laboratorio,mixta,biologia
2,3,3,5,3,4,2,3,2,2,2,3,1,2,4,4,3,4,campo,presencial,biologia
2,2,3,5,2,3,3,3,2,1,1,4,3,3,3,5,3,4,laboratorio,presencial,biologia
3,1,2,5,3,2,2,4,3,1,3,3,3,1,5,5,1,5,laboratorio,mixta,biologia
3,2,1,5,2,4,2,3,1,3,2,3,3,3,5,5,1,5,laboratorio,mixta,biologia
2,2,1,5,2,4,2,3,2,2,3,3,2,3,4,5,2,4,laboratorio,presencial,biologia
2,2,2,5,2,3,3,1,2,1,2,4,3,2,5,5,2,4,laboratorio,mixta,biologia
2,2,3,5,2,4,3,3,2,3,1,3,3,1,5,5,4,4,laboratorio,presencial,biologia
2,2,2,5,2,3,2,3,2,1,2,3,3,2,3,5,2,4,laboratorio,presencial,biologia
2,1,2,5,3,3,2,2,2,2,2,3,2,1,4,5,2,4,campo,mixta,biologia
2,2,2,5,2,4,3,3,1,2,2,3,2,2,3,4,2,4,laboratorio,mixta,biologia
2,2,2,4,3,4,3,5,2,3,2,2,2,2,4,4,2,3,campo,mixta,biologia
3,2,2,5,2,3,2,3,2,3,2,4,3,2,4,5,2,5,laboratorio,presencial,biologia
3,2,4,5,1,2,3,3,3,2,2,3,2,2,4,5,2,4,campo,presencial,biologia
3,2,1,4,3,3,2,3,2,2,2,4,1,2,4,4,2,4,campo,presencial,biologia
2,3,2,5,2,5,3,3,1,1,2,2,2,2,4,5,3,4,campo,presencial,biologia
2,3,2,5,1,2,1,3,2,1,3,3,2,2,4,5,3,4,laboratorio,mixta,biologia
2,2,2,4,2,4,2,3,2,2,2,2,3,1,4,5,2,5,laboratorio,presencial,biologia
3,2,2,5,2,2,1,4,1,1,2,4,2,2,4,5,3,4,laboratorio,presencial,biologia
2,2,3,5,2,3,3,3,1,3,3,3,2,1,4,4,1,4,campo,mixta,biologia
2,1,2,4,2,4,4,2,2,2,2,3,2,2,3,5,3,5,campo,mixta,biologia
3,2,2,5,3,3,2,3,2,1,2,5,1,3,4,5,2,5,laboratorio,mixta,biologia
2,2,3,5,2,4,2,3,1,3,2,3,3,2,5,5,1,5,laboratorio,presencial,biologia
2,3,4,4,2,3,3,2,2,1,2,4,1,1,5,5,3,4,campo,mixta,biologia
1,1,3,5,2,3,3,3,2,1,3,3,1,1,4,4,3,5,laboratorio,mixta,biologia
2,2,3,5,2,4,2,3,1,3,3,3,2,3,3,4,3,5,laboratorio,presencial,biologia
2,2,3,4,3,3,2,4,2,2,2,2,3,2,3,5,2,5,laboratorio,mixta,biologia
2,2,3,5,2,2,3,3,3,3,2,3,3,2,4,5,3,3,laboratorio,presencial,biologia
2,3,3,4,3,4,2,2,1,2,3,3,3,1,4,5,2,3,laboratorio,presencial,biologia
2,1,3,5,1,3,3,2,3,3,2,3,3,3,4,5,2,4,campo,presencial,biologia
3,3,4,5,3,3,1,3,3,1,3,3,3,2,4,5,3,4,laboratorio,presencial,biologia
4,3,2,5,2,4,3,2,2,1,3,4,3,2,3,4,2,5,campo,presencial,biologia
2,2,2,4,2,3,2,3,1,3,1,3,2,2,3,5,1,5,campo,presencial,biologia
1,3,2,5,2,3,1,3,1,2,2,2,2,3,4,5,1,5,campo,mixta,biologia
2,2,2,5,1,4,2,4,3,3,2,3,2,1,4,5,3,4,laboratorio,mixta,biologia
2,2,2,5,3,1,2,3,3,2,2,4,3,2,5,5,2,4,laboratorio,presencial,biologia
2,2,2,5,2,3,2,4,1,3,1,4,2,2,3,5,1,4,laboratorio,presencial,biologia
2,3,2,4,2,3,1,3,1,2,2,3,2,2,4,5,2,5,campo,presencial,biologia
2,2,3,5,2,3,2,3,1,2,2,2,1,2,4,4,2,5,laboratorio,mixta,biologia
2,3,2,5,2,2,3,3,2,3,1,4,3,3,4,5,2,4,campo,presencial,biologia
2,2,2,5,3,4,2,4,3,3,2,4,2,2,5,5,2,4,campo,mixta,biologia
2,3,1,5,3,4,1,3,1,1,2,3,2,3,4,5,2,4,laboratorio,presencial,biologia
3,1,2,5,2,3,2,2,2,2,1,4,3,2,5,5,1,3,campo,presencial,biologia
3,3,1,4,2,3,2,3,2,2,2,3,2,3,4,5,1,4,laboratorio,presencial,biologia
2,2,3,5,2,3,3,3,2,2,3,2,1,3,4,5,1,5,laboratorio,presencial,biologia
3,2,3,5,3,2,2,3,2,2,3,2,2,2,3,5,2,4,laboratorio,mixta,biologia
3,2,3,4,2,4,2,2,2,1,3,4,3,1,3,5,3,5,laboratorio,mixta,biologia
3,1,2,5,2,3,3,3,3,1,2,4,2,1,5,5,2,4,campo,presencial,biologia
1,2,2,5,3,2,2,3,2,1,1,2,2,3,3,4,2,4,laboratorio,presencial,biologia
2,2,2,5,2,2,2,4,2,1,1,3,2,2,3,4,2,4,laboratorio,presencial,biologia
2,2,3,5,3,2,2,3,1,2,2,1,3,2,5,5,2,4,laboratorio,presencial,biologia
2,2,2,5,2,4,3,2,2,2,3,2,2,2,4,5,2,3,laboratorio,mixta,biologia
3,2,3,4,3,3,3,3,2,1,3,4,3,1,5,5,1,4,campo,mixta,biologia
4,2,2,5,2,3,1,2,2,2,3,3,1,3,4,5,3,5,laboratorio,presencial,biologia
3,3,2,5,2,4,3,3,2,2,2,3,3,3,5,5,2,4,laboratorio,mixta,biologia
1,2,2,5,2,3,2,3,2,2,2,2,2,2,2,4,2,3,campo,mixta,biologia
2,4,2,3,2,1,2,2,5,5,2,2,2,3,1,4,4,1,campo,presencial,educacion
2,4,2,2,1,3,3,2,5,4,2,2,2,4,1,4,4,2,mixto,presencial,educacion
2,4,2,1,2,2,3,2,5,5,2,2,2,4,2,5,3,2,mixto,mixta,educacion
2,4,3,2,3,2,2,2,4,4,2,3,3,3,2,4,5,2,campo,mixta,educacion
2,4,3,2,2,2,3,3,5,4,2,2,3,4,2,4,4,1,mixto,mixta,educacion
4,3,2,4,2,2,2,3,5,4,1,1,1,3,2,2,4,2,campo,presencial,educacion
3,3,2,2,3,3,2,3,4,4,1,3,2,4,3,4,4,3,campo,presencial,educacion
2,4,1,2,2,2,2,2,5,3,2,3,2,2,2,4,4,1,mixto,presencial,educacion
3,4,2,2,1,3,2,1,5,4,2,2,2,3,2,3,3,3,mixto,presencial,educacion
3,4,3,2,2,1,2,2,5,3,2,3,2,4,2,4,4,1,campo,mixta,educacion
3,4,2,2,2,1,2,2,5,5,2,1,3,3,3,4,4,2,mixto,presencial,educacion
2,4,1,4,2,3,2,1,5,4,1,3,2,4,2,5,4,1,mixto,mixta,educacion
3,4,3,2,2,2,2,2,5,4,2,1,2,3,3,4,5,2,campo,presencial,educacion
2,3,3,3,2,3,2,2,5,3,3,2,2,2,3,4,4,2,mixto,mixta,educacion
2,4,3,3,2,3,2,2,5,5,2,3,2,3,3,4,5,2,mixto,presencial,educacion
2,4,3,3,2,2,2,2,5,4,2,3,2,4,2,4,4,2,mixto,mixta,educacion
3,4,3,2,3,2,1,2,4,4,3,2,4,2,1,4,4,1,campo,mixta,educacion
2,5,2,3,2,3,3,3,4,4,2,2,1,3,3,3,4,2,campo,mixta,educacion
3,4,3,3,3,2,2,4,5,4,2,2,3,2,2,4,5,2,campo,presencial,educacion
2,5,3,2,3,2,1,2,5,5,4,2,1,3,2,3,5,2,campo,mixta,educacion
2,3,3,1,3,2,2,3,5,4,2,3,1,3,1,3,4,3,campo,mixta,educacion
2,4,2,1,3,2,2,2,4,3,2,2,2,2,1,3,5,2,campo,mixta,educacion
3,4,2,3,3,3,2,1,5,5,1,2,1,4,3,3,4,2,campo,mixta,educacion
2,4,2,1,3,2,3,3,5,4,2,1,2,4,2,4,4,2,mixto,presencial,educacion
3,5,1,3,1,1,1,2,5,4,2,2,3,3,2,4,5,2,campo,presencial,educacion
1,4,2,1,1,1,1,2,4,3,2,2,3,4,2,5,4,2,campo,presencial,educacion
2,4,2,2,3,3,3,3,4,3,1,2,1,4,2,3,4,2,mixto,presencial,educacion
2,4,3,2,3,3,3,2,4,5,3,2,2,3,1,5,3,2,mixto,presencial,educacion
3,4,2,2,1,3,3,2,4,4,1,1,2,3,2,4,4,2,campo,presencial,educacion
3,4,3,2,2,2,3,3,5,4,2,3,2,3,1,4,2,2,mixto,mixta,educacion
1,4,3,2,2,2,2,2,5,4,3,2,2,4,2,4,3,1,campo,mixta,educacion
2,5,3,2,2,2,1,2,5,3,2,3,3,3,2,5,3,2,campo,mixta,educacion
2,4,3,1,2,3,2,2,5,4,3,2,3,3,2,4,3,3,mixto,presencial,educacion
3,5,2,3,2,3,3,1,5,4,2,2,3,4,1,4,5,4,campo,presencial,educacion
2,4,2,3,1,3,2,2,5,3,2,1,3,4,2,5,3,2,campo,presencial,educacion
3,4,2,1,2,2,2,1,5,5,2,2,2,4,2,4,4,2,mixto,presencial,educacion
2,3,2,3,1,2,2,2,5,4,3,2,2,3,2,4,3,2,mixto,mixta,educacion
3,4,1,2,4,3,1,2,4,4,3,3,1,3,2,4,4,3,mixto,mixta,educacion
2,3,3,3,1,3,3,3,5,4,3,3,3,3,2,4,4,2,mixto,presencial,educacion
3,4,2,2,2,2,2,4,4,3,3,1,2,4,2,4,5,3,campo,mixta,educacion
2,4,1,2,1,2,2,3,4,4,1,2,2,2,2,4,5,3,campo,presencial,educacion
3,3,1,3,2,2,2,1,5,5,3,2,3,3,2,4,5,1,mixto,presencial,educacion
2,4,2,2,2,3,2,2,5,3,2,3,2,2,2,4,4,2,campo,presencial,educacion
2,3,2,1,3,2,1,3,5,4,2,2,2,4,2,4,4,2,mixto,mixta,educacion
1,5,2,1,2,2,2,2,4,4,3,2,2,2,3,4,4,1,mixto,mixta,educacion
2,4,3,2,2,1,1,3,5,3,1,2,2,3,2,5,4,2,mixto,mixta,educacion
3,4,2,2,3,3,2,1,5,4,2,2,1,2,3,4,4,2,mixto,mixta,educacion
2,4,2,1,2,2,3,3,5,3,3,2,2,3,1,3,4,1,mixto,presencial,educacion
2,5,2,3,2,2,3,2,5,4,1,2,2,3,3,3,3,2,campo,mixta,educacion
2,4,1,1,1,2,2,2,5,5,2,2,3,3,2,4,5,1,campo,presencial,educacion
2,4,2,1,3,3,1,3,5,4,3,3,2,2,2,5,4,2,campo,mixta,educacion
3,5,3,3,2,2,2,2,5,4,1,3,2,3,2,4,3,3,campo,mixta,educacion
3,4,3,1,2,1,1,3,5,3,3,2,3,3,2,4,3,2,campo,presencial,educacion
2,5,2,2,2,2,1,2,5,4,3,2,2,3,2,3,4,2,mixto,presencial,educacion
3,4,3,3,4,2,2,2,5,3,1,3,2,2,1,4,4,2,mixto,mixta,educacion
2,4,1,3,3,2,3,2,5,4,2,3,2,3,2,5,3,2,campo,presencial,educacion
2,3,2,2,1,3,2,2,5,4,2,1,2,3,2,4,3,3,mixto,mixta,educacion
2,4,4,2,2,2,2,3,5,5,1,3,3,3,2,4,4,2,mixto,mixta,educacion
2,4,2,3,3,1,3,2,5,5,2,3,2,4,3,2,4,2,campo,presencial,educacion
1,3,2,3,3,3,2,2,5,4,2,3,3,3,2,4,5,3,campo,presencial,educacion
3,4,3,3,2,3,2,3,5,3,3,3,4,4,1,3,4,2,mixto,mixta,educacion
2,4,2,2,3,2,1,2,4,4,1,3,2,3,3,4,4,2,campo,mixta,educacion
3,3,1,1,1,2,2,2,4,4,2,2,2,3,3,5,4,3,campo,mixta,educacion
3,3,2,2,1,2,2,1,5,3,2,3,1,2,3,2,4,2,campo,presencial,educacion
3,4,3,2,2,2,1,2,5,3,2,2,2,3,3,4,5,2,campo,mixta,educacion
2,5,3,3,4,3,2,2,5,4,2,2,1,3,2,4,5,3,campo,presencial,educacion
2,3,3,1,2,3,2,2,5,4,3,2,2,3,2,3,5,3,campo,mixta,educacion
2,3,3,2,3,2,2,4,5,4,2,2,1,3,2,4,4,2,campo,presencial,educacion
2,5,2,1,3,2,3,2,4,5,1,2,2,3,2,4,4,2,campo,presencial,educacion
3,5,2,1,3,3,2,2,5,4,2,4,3,2,2,5,5,2,campo,mixta,educacion
2,5,2,1,1,2,2,2,5,4,2,1,3,2,2,4,4,1,mixto,mixta,educacion
2,4,3,1,3,3,3,2,5,5,3,1,1,4,1,3,5,2,campo,mixta,educacion
2,5,1,3,1,1,2,2,4,5,3,2,2,2,2,3,3,2,mixto,presencial,educacion
2,4,2,3,2,1,2,4,5,4,2,3,2,4,2,5,4,2,mixto,presencial,educacion
3,3,3,3,2,2,2,2,4,4,1,2,3,4,2,4,4,1,campo,mixta,educacion
2,4,2,3,2,2,2,2,5,4,2,2,2,2,2,3,4,2,mixto,presencial,educacion
1,3,3,2,1,3,3,2,5,4,2,2,2,4,2,4,5,2,mixto,presencial,educacion
3,4,2,2,2,2,1,2,4,4,3,3,2,3,3,3,4,2,mixto,presencial,educacion
1,4,2,2,2,3,2,3,5,3,1,2,1,3,2,5,4,2,campo,mixta,educacion
2,4,2,2,2,3,1,2,5,4,1,3,3,3,2,4,5,3,mixto,mixta,educacion
2,4,1,3,3,2,2,2,5,4,3,3,2,3,3,4,5,1,mixto,mixta,educacion
2,4,2,4,4,2,1,1,4,4,1,2,2,3,2,4,3,3,mixto,presencial,educacion
2,4,1,2,2,2,2,3,5,5,2,3,2,2,2,4,3,2,mixto,mixta,educacion
2,4,2,1,2,3,2,2,5,3,2,3,2,3,3,4,5,1,mixto,mixta,educacion
2,4,3,2,2,2,2,2,5,2,2,2,3,3,1,4,3,2,campo,mixta,educacion
4,3,3,3,2,1,2,1,5,4,1,2,3,3,2,5,3,2,mixto,mixta,educacion
2,3,3,3,2,2,2,1,5,4,2,3,3,2,2,5,4,3,mixto,presencial,educacion
2,5,2,3,1,3,2,2,5,4,2,2,2,4,4,4,4,2,mixto,mixta,educacion
2,3,2,2,3,3,4,2,5,4,2,3,3,4,3,4,4,2,mixto,mixta,educacion
1,5,2,2,2,2,2,2,5,4,1,2,3,3,3,4,4,2,mixto,presencial,educacion
2,3,2,1,2,2,2,3,5,5,3,2,2,4,1,5,5,3,campo,mixta,educacion
2,4,3,2,2,2,2,2,5,3,3,3,1,3,2,4,4,1,campo,presencial,educacion
2,4,2,2,2,1,3,3,5,5,2,2,3,3,2,4,5,2,campo,mixta,educacion
3,3,3,4,2,1,2,3,5,4,1,2,3,3,3,5,4,3,mixto,presencial,educacion
2,5,2,2,2,2,3,2,5,5,3,1,1,3,2,4,3,2,mixto,presencial,educacion
2,5,3,2,2,3,2,3,5,4,3,2,3,4,2,4,5,3,mixto,presencial,educacion
2,4,3,3,2,3,2,2,5,3,2,4,2,4,2,4,4,1,campo,presencial,educacion
2,4,2,3,3,2,2,3,4,4,2,2,2,3,2,4,3,3,mixto,presencial,educacion
3,4,2,2,1,2,2,3,4,4,3,2,2,3,2,4,3,2,mixto,mixta,educacion
2,3,3,2,4,3,3,4,4,5,3,2,2,3,2,4,4,3,campo,mixta,educacion
2,4,1,2,2,2,3,2,5,3,2,2,3,2,2,5,3,2,campo,mixta,educacion
2,4,3,1,1,3,3,2,4,4,2,2,4,2,3,4,5,1,mixto,presencial,educacion
2,4,2,2,2,2,2,1,5,4,2,2,2,2,2,4,3,2,campo,mixta,educacion
3,4,1,3,1,3,2,4,5,4,2,2,2,2,2,4,4,2,campo,presencial,educacion
3,4,2,1,2,1,1,2,5,4,2,2,2,5,2,4,4,3,campo,presencial,educacion
3,5,3,2,2,2,1,3,5,4,2,2,3,3,1,3,4,2,mixto,presencial,educacion
